Player Name,Location X,Location Y,Model Prediction,Actual Outcome
Dario Saric,300.0,265.0,0.0,0.0
Juancho Hernangomez,59.0,254.0,1.0,1.0
Aaron Gordon,645.0,184.0,0.0,0.0
Larry Nance Jr.,50.0,151.0,1.0,0.0
Courtney Lee,229.0,121.0,0.0,1.0
Nene Hilario,888.0,250.0,1.0,1.0
Nikola Vucevic,709.0,257.0,1.0,0.0
Andre Iguodala,45.0,483.0,0.0,0.0
Dwight Howard,53.0,270.0,1.0,0.0
Tj Warren,804.0,277.0,1.0,1.0
Demarcus Cousins,162.0,223.0,1.0,0.0
Mason Plumlee,52.0,250.0,1.0,1.0
Anthony Tolliver,843.0,226.0,1.0,0.0
Patrick Patterson,701.0,416.0,0.0,0.0
Klay Thompson,878.0,251.0,1.0,1.0
Leandro Barbosa,195.0,316.0,0.0,0.0
Shaun Livingston,77.0,187.0,0.0,1.0
Brook Lopez,686.0,109.0,0.0,0.0
Mason Plumlee,220.0,264.0,0.0,0.0
Jodie Meeks,822.0,226.0,0.0,1.0
Marcin Gortat,833.0,246.0,1.0,1.0
Wesley Matthews,878.0,236.0,1.0,0.0
Nick Young,888.0,268.0,0.0,1.0
Jordan Clarkson,662.0,403.0,0.0,0.0
Brandon Knight,843.0,128.0,0.0,0.0
Marcin Gortat,509.0,270.0,0.0,0.0
Gordon Hayward,283.0,369.0,0.0,1.0
Giannis Antetokounmpo,885.0,255.0,0.0,1.0
Andre Roberson,52.0,250.0,1.0,1.0
Ryan Anderson,882.0,233.0,1.0,0.0
Demarcus Cousins,72.0,262.0,1.0,1.0
Tj Mcconnell,50.0,270.0,1.0,0.0
Marcus Smart,833.0,230.0,0.0,1.0
J.J. Barea,53.0,257.0,1.0,1.0
Eric Gordon,769.0,99.0,0.0,1.0
Manu Ginobili,873.0,240.0,1.0,0.0
Justin Holiday,701.0,313.0,1.0,0.0
Deandre' Bembry,853.0,272.0,1.0,1.0
Anthony Davis,888.0,250.0,1.0,1.0
Paul Millsap,89.0,254.0,0.0,1.0
Anthony Davis,888.0,250.0,1.0,1.0
Marreese Speights,64.0,260.0,1.0,0.0
Evan Fournier,868.0,249.0,0.0,1.0
Russell Westbrook,876.0,233.0,1.0,0.0
Nick Young,229.0,431.0,0.0,0.0
Jusuf Nurkic,64.0,239.0,0.0,1.0
Derrick Rose,853.0,413.0,0.0,1.0
Spencer Dinwiddie,254.0,396.0,0.0,0.0
Kosta Koufos,131.0,254.0,1.0,1.0
Markieff Morris,180.0,477.0,0.0,0.0
Jared Dudley,655.0,346.0,0.0,1.0
Mike Conley,234.0,84.0,0.0,0.0
Ersan Ilyasova,878.0,478.0,1.0,1.0
Zach Randolph,77.0,256.0,1.0,1.0
Tim Hardaway Jr.,161.0,436.0,0.0,1.0
Luol Deng,259.0,95.0,1.0,0.0
Toney Douglas,205.0,149.0,1.0,1.0
Andre Roberson,52.0,250.0,1.0,1.0
D'Angelo Russell,151.0,238.0,0.0,1.0
Bradley Beal,162.0,248.0,1.0,1.0
Trevor Ariza,274.0,105.0,0.0,0.0
Trey Lyles,632.0,282.0,1.0,1.0
Lucas Nogueira,52.0,250.0,1.0,1.0
D'Angelo Russell,878.0,250.0,1.0,1.0
Stephen Curry,666.0,366.0,1.0,0.0
Khris Middleton,98.0,195.0,0.0,1.0
Markieff Morris,50.0,239.0,1.0,1.0
Taj Gibson,848.0,251.0,1.0,0.0
Norman Powell,64.0,259.0,0.0,1.0
Andre Roberson,64.0,265.0,1.0,1.0
Ty Lawson,92.0,339.0,0.0,0.0
Bojan Bogdanovic,97.0,267.0,1.0,1.0
Danilo Gallinari,886.0,241.0,0.0,1.0
Anthony Davis,794.0,163.0,0.0,1.0
Lou Williams,628.0,196.0,0.0,0.0
E'Twaun Moore,62.0,221.0,0.0,0.0
Rodney Hood,313.0,244.0,0.0,0.0
Robin Lopez,102.0,251.0,1.0,1.0
Josh Richardson,819.0,321.0,0.0,1.0
Josh Richardson,72.0,7.0,0.0,0.0
Dario Saric,838.0,254.0,0.0,1.0
Giannis Antetokounmpo,50.0,251.0,1.0,0.0
Kyle Lowry,855.0,222.0,0.0,0.0
Deandre Jordan,882.0,269.0,1.0,1.0
Richaun Holmes,52.0,250.0,1.0,1.0
Matthew Dellavedova,701.0,238.0,0.0,0.0
Isaiah Canaan,58.0,223.0,1.0,1.0
Jordan Clarkson,794.0,127.0,0.0,1.0
Demarcus Cousins,50.0,269.0,1.0,0.0
John Wall,889.0,225.0,0.0,0.0
Vince Carter,848.0,483.0,0.0,1.0
Rajon Rondo,882.0,20.0,0.0,0.0
Nene Hilario,881.0,228.0,0.0,0.0
Cory Joseph,848.0,10.0,0.0,1.0
Jordan Hill,822.0,424.0,0.0,1.0
Jrue Holiday,146.0,22.0,0.0,1.0
Marreese Speights,94.0,282.0,1.0,1.0
Kawhi Leonard,868.0,244.0,0.0,1.0
Cj Mccollum,69.0,485.0,0.0,0.0
Joe Johnson,234.0,67.0,0.0,0.0
Jeff Teague,52.0,251.0,1.0,1.0
Derrick Rose,647.0,277.0,0.0,0.0
James Harden,871.0,257.0,1.0,0.0
Rodney Hood,876.0,485.0,0.0,1.0
Russell Westbrook,62.0,248.0,1.0,1.0
Draymond Green,318.0,265.0,1.0,0.0
Alex Abrines,637.0,195.0,0.0,0.0
Kelly Oubre Jr.,107.0,270.0,1.0,1.0
Justin Hamilton,143.0,270.0,0.0,0.0
Jakob Poeltl,876.0,249.0,1.0,1.0
Goran Dragic,215.0,146.0,0.0,1.0
Kent Bazemore,704.0,163.0,0.0,0.0
Darren Collison,171.0,110.0,1.0,0.0
Lou Williams,681.0,97.0,0.0,0.0
Terry Rozier,92.0,9.0,1.0,0.0
Victor Oladipo,784.0,405.0,0.0,0.0
Wayne Ellington,205.0,441.0,0.0,0.0
Boris Diaw,876.0,259.0,1.0,1.0
Demarcus Cousins,283.0,141.0,0.0,0.0
Isaiah Thomas,221.0,321.0,0.0,1.0
Dennis Schroder,696.0,215.0,1.0,0.0
Sasha Vujacic,704.0,153.0,1.0,0.0
Donatas Motiejunas,858.0,318.0,0.0,0.0
Shabazz Muhammad,166.0,108.0,0.0,1.0
Javale Mcgee,58.0,248.0,0.0,1.0
Alexis Ajinca,167.0,195.0,0.0,1.0
Terrence Ross,187.0,121.0,0.0,1.0
Marcin Gortat,833.0,208.0,1.0,0.0
Rodney Hood,883.0,15.0,0.0,0.0
Rudy Gay,211.0,120.0,0.0,0.0
Shaun Livingston,62.0,144.0,0.0,0.0
Klay Thompson,887.0,241.0,1.0,0.0
Rodney Hood,92.0,316.0,1.0,0.0
Goran Dragic,856.0,284.0,1.0,0.0
Anthony Davis,52.0,250.0,1.0,1.0
Kelly Oubre Jr.,824.0,161.0,0.0,0.0
Eric Gordon,635.0,326.0,0.0,1.0
Jamychal Green,67.0,482.0,1.0,1.0
Nikola Mirotic,863.0,408.0,0.0,0.0
John Wall,760.0,334.0,0.0,0.0
Garrett Temple,161.0,144.0,1.0,1.0
Eric Bledsoe,887.0,400.0,0.0,1.0
Bojan Bogdanovic,299.0,168.0,1.0,1.0
Jabari Parker,868.0,308.0,0.0,0.0
Kelly Oubre Jr.,234.0,483.0,0.0,0.0
Nikola Jokic,59.0,285.0,1.0,0.0
Demarcus Cousins,843.0,280.0,1.0,0.0
Dwight Powell,743.0,117.0,0.0,1.0
Dwyane Wade,51.0,270.0,0.0,1.0
Marquese Chriss,888.0,250.0,1.0,0.0
Jarell Eddie,51.0,252.0,1.0,1.0
Marcin Gortat,890.0,392.0,0.0,0.0
Brook Lopez,871.0,233.0,1.0,1.0
Arron Afflalo,148.0,285.0,0.0,1.0
Sam Dekker,53.0,239.0,1.0,1.0
Tyler Johnson,30.0,347.0,1.0,0.0
Alexis Ajinca,98.0,180.0,0.0,0.0
Danilo Gallinari,686.0,73.0,0.0,1.0
Marquese Chriss,279.0,362.0,0.0,1.0
Sasha Vujacic,239.0,141.0,0.0,0.0
Troy Williams,676.0,246.0,1.0,1.0
Blake Griffin,216.0,164.0,0.0,1.0
Blake Griffin,303.0,135.0,0.0,1.0
Jrue Holiday,190.0,143.0,0.0,0.0
Isaiah Canaan,58.0,483.0,1.0,0.0
Ryan Anderson,632.0,329.0,1.0,1.0
Brandon Jennings,259.0,100.0,0.0,1.0
Leandro Barbosa,822.0,20.0,0.0,1.0
Kyle O'Quinn,53.0,259.0,1.0,1.0
Jj Redick,699.0,444.0,0.0,0.0
Jonas Valanciunas,72.0,117.0,1.0,1.0
Nemanja Bjelica,50.0,270.0,1.0,1.0
Justin Holiday,126.0,444.0,0.0,1.0
Paul George,833.0,267.0,0.0,1.0
Rajon Rondo,58.0,254.0,1.0,0.0
Domantas Sabonis,863.0,472.0,0.0,0.0
Monta Ellis,876.0,250.0,0.0,1.0
Jamal Murray,890.0,241.0,1.0,1.0
Marcus Smart,886.0,241.0,0.0,1.0
Jae Crowder,661.0,136.0,0.0,1.0
Gerald Henderson,177.0,354.0,0.0,0.0
Jarell Martin,861.0,244.0,1.0,0.0
Joe Young,887.0,257.0,1.0,0.0
Tony Snell,52.0,250.0,1.0,1.0
Nikola Mirotic,804.0,434.0,0.0,1.0
Jimmy Butler,192.0,172.0,0.0,0.0
Thaddeus Young,52.0,250.0,1.0,1.0
Caris Levert,67.0,241.0,1.0,1.0
Noah Vonleh,858.0,261.0,1.0,0.0
Andre Iguodala,308.0,314.0,0.0,1.0
Eric Bledsoe,111.0,250.0,1.0,1.0
Michael Carter-Williams,113.0,238.0,1.0,1.0
Kyle O'Quinn,890.0,241.0,1.0,0.0
Serge Ibaka,175.0,130.0,1.0,1.0
Patricio Garino,97.0,22.0,0.0,0.0
Jabari Parker,308.0,288.0,1.0,1.0
Karl-Anthony Towns,54.0,249.0,1.0,0.0
Davis Bertans,904.0,496.0,1.0,1.0
Joe Ingles,303.0,241.0,0.0,0.0
Ryan Anderson,53.0,18.0,1.0,0.0
Tyus Jones,185.0,468.0,0.0,0.0
John Wall,783.0,332.0,0.0,1.0
Wilson Chandler,84.0,234.0,1.0,1.0
Myles Turner,819.0,204.0,0.0,0.0
Hassan Whiteside,784.0,220.0,0.0,1.0
Jae Crowder,876.0,246.0,1.0,0.0
Trey Burke,878.0,233.0,1.0,0.0
Nikola Jokic,293.0,225.0,0.0,1.0
George Hill,62.0,265.0,1.0,1.0
Dragan Bender,182.0,66.0,1.0,0.0
Gordon Hayward,838.0,174.0,0.0,1.0
Damian Lillard,586.0,250.0,0.0,0.0
Eric Gordon,53.0,254.0,0.0,0.0
Demar Derozan,53.0,234.0,1.0,1.0
Dennis Schroder,881.0,257.0,0.0,1.0
Jordan Clarkson,878.0,264.0,0.0,0.0
Dwyane Wade,180.0,110.0,0.0,1.0
Jimmy Butler,671.0,359.0,0.0,1.0
Terrence Ross,185.0,41.0,1.0,1.0
Bradley Beal,251.0,277.0,1.0,0.0
Monta Ellis,136.0,439.0,0.0,0.0
Anthony Davis,54.0,243.0,0.0,1.0
Trey Lyles,69.0,288.0,1.0,1.0
Mason Plumlee,54.0,262.0,1.0,1.0
Seth Curry,288.0,270.0,0.0,0.0
Chasson Randle,89.0,243.0,1.0,1.0
Raymond Felton,152.0,220.0,0.0,0.0
Darren Collison,215.0,346.0,0.0,0.0
Javale Mcgee,711.0,451.0,0.0,0.0
Lamarcus Aldridge,878.0,349.0,0.0,0.0
Kevin Durant,67.0,226.0,0.0,1.0
Victor Oladipo,205.0,282.0,0.0,1.0
Lou Williams,655.0,360.0,0.0,0.0
Guillermo Hernangomez,868.0,331.0,1.0,0.0
Karl-Anthony Towns,72.0,342.0,1.0,1.0
Fred Vanvleet,684.0,84.0,0.0,1.0
Monta Ellis,161.0,107.0,0.0,0.0
Larry Nance Jr.,890.0,71.0,0.0,1.0
Otto Porter Jr.,45.0,8.0,1.0,0.0
Demarre Carroll,689.0,91.0,0.0,0.0
Kristaps Porzingis,54.0,259.0,1.0,0.0
Sam Dekker,838.0,472.0,0.0,0.0
Cj Miles,905.0,4.0,0.0,1.0
Luke Babbitt,220.0,67.0,0.0,0.0
Rajon Rondo,54.0,264.0,0.0,1.0
Carmelo Anthony,53.0,82.0,1.0,0.0
Derrick Rose,900.0,231.0,1.0,0.0
Andre Iguodala,648.0,188.0,0.0,1.0
Reggie Williams,328.0,270.0,0.0,0.0
Pau Gasol,819.0,189.0,0.0,0.0
John Henson,190.0,370.0,1.0,0.0
Nemanja Bjelica,671.0,136.0,0.0,0.0
Ryan Anderson,98.0,483.0,1.0,1.0
Tj Warren,890.0,387.0,0.0,1.0
Justise Winslow,121.0,203.0,0.0,0.0
Cj Mccollum,681.0,205.0,1.0,1.0
Damian Lillard,46.0,260.0,1.0,1.0
Dion Waiters,185.0,388.0,0.0,0.0
Shaun Livingston,111.0,398.0,1.0,1.0
Stephen Curry,77.0,249.0,0.0,0.0
Jj Redick,763.0,372.0,0.0,0.0
Luol Deng,596.0,392.0,0.0,0.0
Nick Young,200.0,33.0,1.0,0.0
Semaj Christon,871.0,305.0,1.0,1.0
Dwight Powell,254.0,254.0,1.0,1.0
Terrence Ross,863.0,176.0,0.0,1.0
Bradley Beal,788.0,190.0,0.0,0.0
Cristiano Felicio,888.0,250.0,1.0,1.0
Terrence Ross,725.0,339.0,1.0,1.0
Enes Kanter,889.0,313.0,1.0,0.0
Denzel Valentine,843.0,222.0,1.0,0.0
Kosta Koufos,62.0,280.0,0.0,1.0
Ty Lawson,635.0,225.0,0.0,0.0
Avery Bradley,64.0,15.0,1.0,1.0
Aaron Brooks,878.0,233.0,1.0,1.0
Tyus Jones,701.0,74.0,0.0,0.0
Devin Booker,177.0,337.0,0.0,1.0
Nemanja Bjelica,246.0,81.0,0.0,0.0
Goran Dragic,53.0,254.0,0.0,1.0
Kristaps Porzingis,58.0,256.0,1.0,1.0
Malcolm Brogdon,886.0,252.0,1.0,1.0
Carmelo Anthony,264.0,100.0,0.0,1.0
Shabazz Muhammad,899.0,348.0,0.0,0.0
Buddy Hield,72.0,246.0,0.0,1.0
Kawhi Leonard,720.0,230.0,1.0,1.0
Kevin Durant,280.0,360.0,1.0,1.0
Terry Rozier,288.0,398.0,1.0,0.0
Clint Capela,62.0,254.0,0.0,1.0
Derrick Favors,709.0,176.0,1.0,1.0
Mike Conley,802.0,50.0,1.0,0.0
Tyreke Evans,724.0,35.0,0.0,1.0
Lamarcus Aldridge,642.0,156.0,0.0,0.0
Alan Anderson,774.0,305.0,0.0,0.0
Kristaps Porzingis,660.0,125.0,0.0,0.0
Tyler Johnson,670.0,123.0,0.0,0.0
Russell Westbrook,655.0,333.0,1.0,0.0
Richaun Holmes,888.0,250.0,1.0,1.0
Ryan Anderson,632.0,236.0,0.0,1.0
Juancho Hernangomez,888.0,250.0,1.0,1.0
Shawn Long,888.0,250.0,1.0,1.0
Jonathon Simmons,888.0,250.0,1.0,1.0
Demar Derozan,308.0,444.0,0.0,1.0
Hassan Whiteside,828.0,248.0,0.0,1.0
Jason Terry,784.0,74.0,1.0,0.0
Pau Gasol,98.0,259.0,0.0,0.0
Brandon Jennings,305.0,305.0,1.0,1.0
Tyreke Evans,392.0,274.0,0.0,1.0
Demarcus Cousins,647.0,171.0,0.0,0.0
Brandon Ingram,833.0,250.0,0.0,0.0
Enes Kanter,102.0,244.0,0.0,1.0
Giannis Antetokounmpo,887.0,257.0,1.0,1.0
Jordan Clarkson,331.0,170.0,0.0,0.0
Ron Baker,15.0,12.0,0.0,0.0
Jamychal Green,52.0,250.0,1.0,1.0
Kelly Olynyk,302.0,221.0,1.0,0.0
Dennis Schroder,882.0,231.0,1.0,1.0
Patrick Patterson,69.0,405.0,0.0,1.0
Maurice Harkless,53.0,265.0,0.0,0.0
Mike Conley,607.0,240.0,1.0,0.0
Jason Smith,679.0,270.0,0.0,1.0
Garrett Temple,645.0,251.0,0.0,0.0
Nikola Vucevic,303.0,230.0,1.0,1.0
Aaron Gordon,807.0,364.0,0.0,1.0
Jimmy Butler,58.0,228.0,1.0,1.0
Brook Lopez,67.0,336.0,1.0,1.0
Buddy Hield,730.0,48.0,0.0,0.0
Andrew Wiggins,202.0,326.0,1.0,1.0
Ryan Anderson,711.0,58.0,0.0,0.0
James Johnson,161.0,251.0,1.0,0.0
Trevor Booker,54.0,241.0,1.0,1.0
Cj Mccollum,151.0,251.0,0.0,0.0
Derrick Rose,904.0,434.0,0.0,1.0
Gerald Henderson,895.0,491.0,1.0,0.0
Rodney Mcgruder,890.0,53.0,0.0,0.0
Devin Booker,50.0,252.0,1.0,0.0
Paul George,64.0,357.0,0.0,0.0
Russell Westbrook,50.0,259.0,1.0,1.0
Andre Roberson,53.0,267.0,1.0,1.0
Joe Harris,647.0,192.0,1.0,0.0
Davis Bertans,843.0,172.0,1.0,1.0
Omri Casspi,637.0,246.0,0.0,1.0
John Wall,887.0,408.0,0.0,0.0
Kawhi Leonard,210.0,59.0,0.0,0.0
Jameer Nelson,878.0,371.0,0.0,0.0
Zach Lavine,52.0,250.0,1.0,1.0
Karl-Anthony Towns,827.0,329.0,0.0,0.0
Draymond Green,689.0,437.0,0.0,0.0
Otto Porter Jr.,249.0,409.0,0.0,0.0
Will Barton,161.0,382.0,0.0,0.0
D'Angelo Russell,57.0,353.0,0.0,1.0
Jrue Holiday,112.0,296.0,0.0,0.0
Tj Warren,809.0,202.0,0.0,1.0
Nik Stauskas,288.0,146.0,0.0,0.0
Damian Lillard,655.0,313.0,0.0,0.0
Aaron Gordon,138.0,135.0,0.0,1.0
Stephen Curry,229.0,187.0,0.0,0.0
Tony Snell,69.0,486.0,0.0,0.0
Kyle Lowry,779.0,266.0,1.0,0.0
D.J. Augustin,72.0,260.0,1.0,0.0
Domantas Sabonis,274.0,370.0,0.0,0.0
Tony Allen,878.0,268.0,1.0,1.0
Matthew Dellavedova,887.0,266.0,1.0,0.0
Tyler Ulis,74.0,441.0,1.0,1.0
Dwyane Wade,67.0,416.0,0.0,0.0
Matthew Dellavedova,62.0,372.0,0.0,0.0
Nemanja Bjelica,53.0,264.0,1.0,1.0
Jonas Valanciunas,54.0,280.0,1.0,1.0
Andrew Wiggins,729.0,122.0,0.0,0.0
Sean Kilpatrick,82.0,260.0,1.0,1.0
Jj Redick,760.0,460.0,1.0,0.0
Jj Redick,640.0,230.0,0.0,0.0
Cj Mccollum,748.0,35.0,0.0,1.0
Tony Allen,58.0,262.0,0.0,1.0
Robin Lopez,102.0,278.0,0.0,1.0
Deron Williams,706.0,254.0,1.0,1.0
Monta Ellis,873.0,110.0,0.0,0.0
Spencer Dinwiddie,200.0,174.0,0.0,1.0
Kristaps Porzingis,750.0,205.0,0.0,0.0
Anthony Davis,62.0,79.0,1.0,0.0
Marquese Chriss,910.0,18.0,0.0,0.0
Carmelo Anthony,828.0,315.0,0.0,0.0
Ersan Ilyasova,256.0,87.0,0.0,0.0
Kyle O'Quinn,215.0,138.0,0.0,0.0
Alex Len,865.0,249.0,0.0,1.0
Tony Allen,895.0,226.0,0.0,1.0
Demarcus Cousins,878.0,226.0,1.0,1.0
Isaiah Thomas,259.0,388.0,0.0,1.0
Bobby Portis,74.0,231.0,1.0,1.0
Paul Millsap,67.0,248.0,1.0,1.0
Paul George,784.0,418.0,1.0,0.0
Damian Lillard,681.0,92.0,0.0,0.0
Gordon Hayward,151.0,97.0,0.0,0.0
Wilson Chandler,58.0,274.0,1.0,0.0
Stephen Curry,876.0,241.0,1.0,0.0
Josh Richardson,789.0,87.0,0.0,0.0
Brook Lopez,72.0,347.0,1.0,1.0
Eric Bledsoe,701.0,272.0,0.0,1.0
Jj Redick,699.0,442.0,0.0,1.0
Troy Williams,887.0,270.0,1.0,0.0
Andre Iguodala,873.0,14.0,1.0,1.0
Kyle Lowry,303.0,113.0,1.0,1.0
Nik Stauskas,261.0,130.0,1.0,0.0
Darrell Arthur,67.0,251.0,1.0,0.0
Kawhi Leonard,843.0,488.0,0.0,0.0
Dragan Bender,59.0,244.0,0.0,0.0
Rodney Hood,769.0,159.0,1.0,1.0
Stephen Curry,873.0,246.0,1.0,1.0
Arron Afflalo,67.0,248.0,1.0,1.0
Luol Deng,49.0,250.0,1.0,0.0
Ben Mclemore,842.0,186.0,1.0,0.0
Jeff Green,72.0,259.0,0.0,0.0
Seth Curry,123.0,478.0,0.0,1.0
Shaun Livingston,758.0,311.0,0.0,1.0
Mike Conley,303.0,272.0,0.0,1.0
Mindaugas Kuzminskas,888.0,250.0,1.0,1.0
Nikola Vucevic,148.0,401.0,1.0,1.0
Derrick Rose,779.0,195.0,1.0,1.0
Devin Booker,686.0,300.0,0.0,0.0
Quincy Acy,310.0,249.0,0.0,1.0
Cameron Payne,773.0,472.0,0.0,0.0
Wesley Matthews,234.0,423.0,0.0,0.0
Sean Kilpatrick,871.0,218.0,0.0,0.0
Jae Crowder,279.0,154.0,0.0,0.0
Paul George,300.0,313.0,0.0,0.0
Eric Bledsoe,274.0,115.0,0.0,0.0
Tyson Chandler,886.0,248.0,1.0,1.0
Carmelo Anthony,141.0,390.0,0.0,0.0
Kenneth Faried,62.0,234.0,0.0,0.0
Deandre Jordan,52.0,250.0,1.0,1.0
Brook Lopez,755.0,475.0,0.0,0.0
Isaiah Thomas,62.0,238.0,0.0,1.0
Harrison Barnes,234.0,418.0,1.0,0.0
Stephen Curry,274.0,90.0,1.0,0.0
Demarcus Cousins,58.0,260.0,1.0,1.0
Trevor Booker,661.0,182.0,0.0,0.0
James Ennis Iii,303.0,156.0,1.0,0.0
Kent Bazemore,53.0,243.0,1.0,1.0
Jahlil Okafor,882.0,222.0,0.0,0.0
Clint Capela,52.0,250.0,1.0,1.0
Russell Westbrook,50.0,250.0,1.0,1.0
Donatas Motiejunas,650.0,320.0,0.0,0.0
Karl-Anthony Towns,112.0,362.0,0.0,1.0
Mason Plumlee,886.0,244.0,1.0,1.0
Ricky Rubio,205.0,56.0,0.0,0.0
Seth Curry,177.0,342.0,1.0,1.0
Malcolm Delaney,711.0,68.0,0.0,0.0
Trevor Booker,887.0,259.0,1.0,1.0
Alex Len,888.0,250.0,1.0,1.0
Bradley Beal,720.0,374.0,0.0,1.0
Isaiah Canaan,40.0,473.0,1.0,0.0
Chasson Randle,221.0,449.0,0.0,1.0
James Harden,725.0,279.0,1.0,1.0
Rondae Hollis-Jefferson,873.0,241.0,1.0,0.0
Lamarcus Aldridge,259.0,264.0,1.0,1.0
Ersan Ilyasova,54.0,254.0,1.0,0.0
Kelly Olynyk,689.0,329.0,0.0,0.0
Stephen Curry,166.0,472.0,0.0,1.0
Gordon Hayward,265.0,112.0,0.0,1.0
Alex Abrines,632.0,302.0,0.0,0.0
Dewayne Dedmon,888.0,250.0,1.0,1.0
Ricky Rubio,143.0,260.0,0.0,1.0
Bradley Beal,259.0,391.0,1.0,1.0
Kyle Anderson,887.0,469.0,0.0,1.0
Paul George,97.0,354.0,0.0,1.0
Dwyane Wade,113.0,172.0,0.0,0.0
Darren Collison,647.0,100.0,0.0,0.0
Patrick Beverley,665.0,136.0,1.0,0.0
Tyson Chandler,890.0,236.0,0.0,1.0
Kelly Olynyk,814.0,147.0,0.0,1.0
Gordon Hayward,259.0,370.0,1.0,0.0
Alex Len,721.0,200.0,1.0,1.0
Nikola Jokic,895.0,487.0,0.0,0.0
Bradley Beal,261.0,375.0,0.0,0.0
Andrew Wiggins,54.0,43.0,1.0,1.0
Hassan Whiteside,838.0,298.0,1.0,0.0
Deron Williams,77.0,205.0,1.0,0.0
Taj Gibson,809.0,223.0,1.0,1.0
Jae Crowder,887.0,251.0,1.0,1.0
Tyler Johnson,838.0,282.0,0.0,0.0
Alex Len,64.0,272.0,1.0,1.0
Kristaps Porzingis,715.0,315.0,0.0,0.0
Jameer Nelson,72.0,300.0,0.0,0.0
Dirk Nowitzki,151.0,107.0,0.0,1.0
Gerald Green,863.0,246.0,0.0,0.0
Andrew Wiggins,210.0,236.0,1.0,0.0
Serge Ibaka,679.0,383.0,0.0,1.0
Gordon Hayward,851.0,118.0,0.0,0.0
Caris Levert,236.0,416.0,0.0,1.0
John Wall,220.0,301.0,0.0,0.0
Wesley Johnson,827.0,490.0,0.0,0.0
Derrick Williams,259.0,94.0,0.0,0.0
Enes Kanter,220.0,239.0,1.0,1.0
Gary Harris,116.0,256.0,0.0,0.0
Ian Clark,676.0,400.0,1.0,0.0
Kenneth Faried,890.0,300.0,1.0,1.0
Jordan Clarkson,878.0,208.0,0.0,0.0
Joe Harris,642.0,194.0,0.0,0.0
Norman Powell,900.0,472.0,0.0,0.0
Avery Bradley,812.0,491.0,0.0,1.0
Bradley Beal,53.0,221.0,0.0,0.0
Goran Dragic,878.0,267.0,1.0,1.0
Kent Bazemore,755.0,130.0,1.0,1.0
Tony Allen,51.0,259.0,1.0,1.0
Bradley Beal,881.0,241.0,1.0,1.0
Anthony Davis,788.0,61.0,0.0,1.0
Otto Porter Jr.,887.0,252.0,1.0,1.0
Dorian Finney-Smith,50.0,262.0,1.0,0.0
Myles Turner,318.0,208.0,0.0,0.0
Steven Adams,888.0,250.0,1.0,1.0
Tomas Satoransky,116.0,159.0,0.0,1.0
Jared Dudley,259.0,396.0,0.0,0.0
Maurice Harkless,72.0,270.0,0.0,0.0
Norman Powell,882.0,277.0,0.0,0.0
Mike Dunleavy,694.0,91.0,0.0,1.0
Rodney Hood,895.0,477.0,0.0,0.0
Brook Lopez,283.0,373.0,1.0,0.0
Kawhi Leonard,102.0,475.0,0.0,0.0
Luc Mbah A Moute,72.0,241.0,1.0,0.0
Langston Galloway,256.0,393.0,0.0,1.0
Donatas Motiejunas,887.0,323.0,1.0,1.0
Devin Booker,269.0,115.0,0.0,0.0
Cory Joseph,661.0,107.0,0.0,1.0
Andre Roberson,694.0,71.0,0.0,0.0
Andrew Harrison,671.0,127.0,1.0,0.0
Dewayne Dedmon,894.0,246.0,0.0,1.0
Chris Paul,720.0,154.0,0.0,0.0
Lamarcus Aldridge,46.0,252.0,1.0,1.0
Arron Afflalo,814.0,236.0,1.0,1.0
Dion Waiters,890.0,244.0,1.0,1.0
Mindaugas Kuzminskas,58.0,274.0,1.0,0.0
Davis Bertans,888.0,250.0,1.0,1.0
Jimmy Butler,681.0,117.0,0.0,0.0
D'Angelo Russell,876.0,452.0,0.0,1.0
Tj Mcconnell,797.0,235.0,0.0,1.0
Robert Covington,719.0,55.0,1.0,1.0
Jameer Nelson,205.0,444.0,0.0,0.0
Jae Crowder,671.0,141.0,1.0,1.0
Richaun Holmes,642.0,222.0,0.0,1.0
Taj Gibson,53.0,259.0,1.0,1.0
Wesley Matthews,220.0,35.0,0.0,0.0
Kawhi Leonard,856.0,212.0,1.0,1.0
Jabari Parker,82.0,293.0,1.0,0.0
Kristaps Porzingis,214.0,313.0,1.0,0.0
Bobby Portis,887.0,238.0,0.0,1.0
Bryn Forbes,290.0,278.0,0.0,0.0
Bismack Biyombo,52.0,250.0,1.0,1.0
Jason Terry,711.0,59.0,0.0,0.0
Dario Saric,686.0,250.0,0.0,0.0
Trevor Booker,828.0,212.0,0.0,1.0
Julius Randle,74.0,269.0,0.0,1.0
Jj Redick,77.0,238.0,1.0,0.0
Isaiah Whitehead,54.0,270.0,1.0,0.0
Malcolm Brogdon,895.0,252.0,1.0,0.0
Wilson Chandler,895.0,246.0,1.0,1.0
Garrett Temple,851.0,282.0,0.0,0.0
Jrue Holiday,881.0,249.0,1.0,1.0
Al-Farouq Aminu,661.0,354.0,0.0,1.0
Bojan Bogdanovic,904.0,22.0,1.0,0.0
Jabari Parker,133.0,468.0,0.0,0.0
Giannis Antetokounmpo,52.0,250.0,1.0,1.0
Zach Lavine,889.0,477.0,0.0,0.0
Klay Thompson,77.0,254.0,0.0,1.0
Anthony Davis,225.0,192.0,0.0,0.0
Tony Snell,234.0,36.0,0.0,0.0
